time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1519.1612450819923,2.4747656e+03,9.5191860e+00,3.1009039e-03,210026,1091.26388,678.72410,2.1783054e+03,6.6604409e+00,9.5202594e+02,2.5095923e+00,2.4747656e+03,9.5191860e+00,0,,,,,1091.26388,1.8865179e-03,678.72410,2.0783010e-03,1.4574084e-02,-6.8791568e-02
1519.1626339740242,2.5020742e+03,9.5277643e+00,3.1009077e-03,210027,1091.25999,678.72208,2.1944072e+03,6.6664433e+00,9.5116168e+02,2.5109396e+00,2.5020742e+03,9.5277643e+00,0,,,,,1091.25999,1.8722472e-03,678.72208,2.0656514e-03,1.0199451e-02,-7.5619079e-02
1519.1640228662882,2.4758167e+03,9.5177336e+00,3.1009116e-03,210028,1091.26644,678.72682,2.1797976e+03,6.6594248e+00,9.5383258e+02,2.5090966e+00,2.4758167e+03,9.5177336e+00,0,,,,,1091.26644,1.8836946e-03,678.72682,2.0760999e-03,1.6164152e-02,-6.3781850e-02
1519.165411758319,2.4973040e+03,9.5227661e+00,3.1009153e-03,210029,1091.26640,678.72522,2.1932449e+03,6.6629462e+00,9.4778479e+02,2.5047066e+00,2.4973040e+03,9.5227661e+00,0,,,,,1091.26640,1.8747872e-03,678.72522,2.0612760e-03,1.5486429e-02,-6.2623262e-02
1519.166800650583,2.4873413e+03,9.5139751e+00,3.1009193e-03,210030,1091.26791,678.72393,2.1870295e+03,6.6567950e+00,9.5165900e+02,2.5059268e+00,2.4873413e+03,9.5139751e+00,0,,,,,1091.26791,1.8799505e-03,678.72393,2.0673361e-03,1.4892006e-02,-6.6771433e-02
1519.168189542615,2.4912439e+03,9.5244894e+00,3.1009230e-03,210031,1091.26313,678.72184,2.1870920e+03,6.6641517e+00,9.4667401e+02,2.5042458e+00,2.4912439e+03,9.5244894e+00,0,,,,,1091.26313,1.8799196e-03,678.72184,2.0721487e-03,1.1316909e-02,-7.7779412e-02
1519.169578434879,2.4880847e+03,9.5219936e+00,3.1009270e-03,210032,1091.26248,678.72513,2.1886433e+03,6.6624055e+00,9.5215436e+02,2.5071290e+00,2.4880847e+03,9.5219936e+00,0,,,,,1091.26248,1.8781396e-03,678.72513,2.0691713e-03,1.4530963e-02,-6.3322961e-02
1519.1709673269095,2.4866545e+03,9.5108528e+00,3.1009307e-03,210033,1091.26439,678.72302,2.1866953e+03,6.6546102e+00,9.4699182e+02,2.5032864e+00,2.4866545e+03,9.5108528e+00,0,,,,,1091.26439,1.8781692e-03,678.72302,2.0698227e-03,1.4260860e-02,-7.1346015e-02
1519.1723562191737,2.4976421e+03,9.5178003e+00,3.1009347e-03,210034,1091.26090,678.72573,2.1934436e+03,6.6594710e+00,9.4611359e+02,2.5040641e+00,2.4976421e+03,9.5178003e+00,0,,,,,1091.26090,1.8723633e-03,678.72573,2.0630772e-03,1.3324505e-02,-6.8980619e-02
1519.1737451112053,2.4973611e+03,9.5304728e+00,3.1009384e-03,210035,1091.26466,678.72852,2.1949790e+03,6.6683383e+00,9.5196997e+02,2.5096054e+00,2.4973611e+03,9.5304728e+00,0,,,,,1091.26466,1.8744740e-03,678.72852,2.0613894e-03,1.5947480e-02,-6.2964849e-02
1519.1751340034696,2.4987437e+03,9.5255718e+00,3.1009424e-03,210036,1091.26310,678.72464,2.1962312e+03,6.6649094e+00,9.4890973e+02,2.5050452e+00,2.4987437e+03,9.5255718e+00,0,,,,,1091.26310,1.8701990e-03,678.72464,2.0635528e-03,1.6357349e-02,-6.8798989e-02
1519.176522895501,2.4999165e+03,9.5247850e+00,3.1009461e-03,210037,1091.26347,678.72446,2.1941619e+03,6.6643581e+00,9.5301978e+02,2.5072715e+00,2.4999165e+03,9.5247850e+00,0,,,,,1091.26347,1.8735697e-03,678.72446,2.0650246e-03,1.3778606e-02,-7.1013249e-02
1519.177911787765,2.5006179e+03,9.5251398e+00,3.1009500e-03,210038,1091.26482,678.72505,2.1934331e+03,6.6646070e+00,9.4713855e+02,2.5061018e+00,2.5006179e+03,9.5251398e+00,0,,,,,1091.26482,1.8758711e-03,678.72505,2.0640220e-03,1.3037940e-02,-7.5966179e-02
1519.1793006797952,2.4819788e+03,9.5259628e+00,3.1009538e-03,210039,1091.26553,678.72892,2.1833716e+03,6.6651831e+00,9.5661292e+02,2.5143321e+00,2.4819788e+03,9.5259628e+00,0,,,,,1091.26553,1.8790275e-03,678.72892,2.0719357e-03,1.7319178e-02,-5.8187474e-02
1519.1806895718266,2.5072319e+03,9.5256367e+00,3.1009575e-03,210040,1091.26267,678.72238,2.1995183e+03,6.6649542e+00,9.4676129e+02,2.5048163e+00,2.5072319e+03,9.5256367e+00,0,,,,,1091.26267,1.8693334e-03,678.72238,2.0565845e-03,1.5060659e-02,-7.4671119e-02
1519.1820784640913,2.5006648e+03,9.5249577e+00,3.1009614e-03,210041,1091.26205,678.72138,2.1942339e+03,6.6644793e+00,9.4933411e+02,2.5048561e+00,2.5006648e+03,9.5249577e+00,0,,,,,1091.26205,1.8734292e-03,678.72138,2.0633081e-03,1.1670192e-02,-6.8031892e-02
1519.1834673561225,2.4946931e+03,9.5236244e+00,3.1009652e-03,210042,1091.26358,678.72644,2.1910168e+03,6.6635466e+00,9.5250201e+02,2.5060885e+00,2.4946931e+03,9.5236244e+00,0,,,,,1091.26358,1.8760801e-03,678.72644,2.0668381e-03,1.5153455e-02,-6.7288354e-02
1519.184856248386,2.4989768e+03,9.5376329e+00,3.1009691e-03,210043,1091.26114,678.72591,2.1938735e+03,6.6733484e+00,9.4875421e+02,2.5119665e+00,2.4989768e+03,9.5376329e+00,0,,,,,1091.26114,1.8760334e-03,678.72591,2.0639088e-03,1.4892877e-02,-6.2071126e-02
1519.1862451404172,2.5115686e+03,9.5439138e+00,3.1009729e-03,210044,1091.26838,678.72629,2.2054343e+03,6.6777425e+00,9.5105908e+02,2.5061738e+00,2.5115686e+03,9.5439138e+00,0,,,,,1091.26838,1.8684395e-03,678.72629,2.0587498e-03,1.7411701e-02,-6.6342324e-02
1519.1876340324493,2.4808469e+03,9.5205212e+00,3.1009766e-03,210045,1091.26419,678.72067,2.1791504e+03,6.6613750e+00,9.5591052e+02,2.5110989e+00,2.4808469e+03,9.5205212e+00,0,,,,,1091.26419,1.8811499e-03,678.72067,2.0769753e-03,8.6165909e-03,-7.2627552e-02
1519.1890229247133,2.5091277e+03,9.5437746e+00,3.1009805e-03,210046,1091.26779,678.72387,2.2039775e+03,6.6776457e+00,9.5191644e+02,2.5085101e+00,2.5091277e+03,9.5437746e+00,0,,,,,1091.26779,1.8701410e-03,678.72387,2.0568301e-03,1.9350458e-02,-5.9886370e-02
1519.190411816744,2.4897046e+03,9.5346165e+00,3.1009843e-03,210047,1091.26332,678.72066,2.1879888e+03,6.6712375e+00,9.5289795e+02,2.5080962e+00,2.4897046e+03,9.5346165e+00,0,,,,,1091.26332,1.8832642e-03,678.72066,2.0733825e-03,1.4084214e-02,-7.0258200e-02
1519.1918007087752,2.4939702e+03,9.5250139e+00,3.1009880e-03,210048,1091.26313,678.72359,2.1921528e+03,6.6645188e+00,9.5194550e+02,2.5070877e+00,2.4939702e+03,9.5250139e+00,0,,,,,1091.26313,1.8731232e-03,678.72359,2.0658339e-03,1.3860898e-02,-6.8142377e-02
1519.1931896010396,2.4933499e+03,9.5246162e+00,3.1009919e-03,210049,1091.26409,678.72406,2.1909221e+03,6.6642408e+00,9.5069873e+02,2.5069628e+00,2.4933499e+03,9.5246162e+00,0,,,,,1091.26409,1.8747635e-03,678.72406,2.0682637e-03,1.5016672e-02,-6.7061916e-02
1519.194578493071,2.4956919e+03,9.5282850e+00,3.1009957e-03,210050,1091.26440,678.72521,2.1910208e+03,6.6668077e+00,9.4866949e+02,2.5095928e+00,2.4956919e+03,9.5282850e+00,0,,,,,1091.26440,1.8716010e-03,678.72521,2.0676339e-03,1.0823938e-02,-7.4546658e-02
1519.1959673851024,2.5164065e+03,9.5473051e+00,3.1009994e-03,210051,1091.26951,678.72461,2.2080544e+03,6.6801157e+00,9.5254596e+02,2.5105131e+00,2.5164065e+03,9.5473051e+00,0,,,,,1091.26951,1.8664701e-03,678.72461,2.0573677e-03,1.5919901e-02,-6.6212051e-02
1519.1973562771336,2.5111785e+03,9.5360994e+00,3.1010031e-03,210052,1091.26152,678.72654,2.2019880e+03,6.6722746e+00,9.5024194e+02,2.5090299e+00,2.5111785e+03,9.5360994e+00,0,,,,,1091.26152,1.8712856e-03,678.72654,2.0567474e-03,1.2212373e-02,-6.6128246e-02
1519.198745169397,2.4942549e+03,9.5434084e+00,3.1010071e-03,210053,1091.26543,678.72420,2.1926670e+03,6.6773887e+00,9.5393634e+02,2.5124276e+00,2.4942549e+03,9.5434084e+00,0,,,,,1091.26543,1.8794579e-03,678.72420,2.0707329e-03,1.5787670e-02,-6.7226209e-02
1519.2001340614283,2.5183965e+03,9.5441570e+00,3.1010108e-03,210054,1091.26594,678.73042,2.2102881e+03,6.6779132e+00,9.4963348e+02,2.5043330e+00,2.5183965e+03,9.5441570e+00,0,,,,,1091.26594,1.8655024e-03,678.73042,2.0504603e-03,1.8769374e-02,-6.2268034e-02
1519.20152295346,2.5014978e+03,9.5326967e+00,3.1010145e-03,210055,1091.26550,678.72494,2.1952791e+03,6.6698942e+00,9.5426746e+02,2.5087256e+00,2.5014978e+03,9.5326967e+00,0,,,,,1091.26550,1.8727044e-03,678.72494,2.0619277e-03,1.3430702e-02,-6.6534832e-02
1519.2029118454914,2.5127268e+03,9.5373735e+00,3.1010183e-03,210056,1091.26353,678.72531,2.2026738e+03,6.6731668e+00,9.5118011e+02,2.5065212e+00,2.5127268e+03,9.5373735e+00,0,,,,,1091.26353,1.8679040e-03,678.72531,2.0565768e-03,1.4285693e-02,-7.1634687e-02
1519.2043007377547,2.4896047e+03,9.5209980e+00,3.1010222e-03,210057,1091.26358,678.72309,2.1882961e+03,6.6617084e+00,9.5272870e+02,2.5066142e+00,2.4896047e+03,9.5209980e+00,0,,,,,1091.26358,1.8787106e-03,678.72309,2.0651149e-03,1.3520913e-02,-6.3249312e-02
1519.2056896297859,2.5045703e+03,9.5350199e+00,3.1010259e-03,210058,1091.26455,678.72344,2.1995178e+03,6.6715198e+00,9.5096075e+02,2.5079739e+00,2.5045703e+03,9.5350199e+00,0,,,,,1091.26455,1.8730698e-03,678.72344,2.0576781e-03,1.4628857e-02,-6.9876716e-02
1519.207078521818,2.4920232e+03,9.5203342e+00,3.1010297e-03,210059,1091.26346,678.72426,2.1889878e+03,6.6612444e+00,9.5182062e+02,2.5069504e+00,2.4920232e+03,9.5203342e+00,0,,,,,1091.26346,1.8761631e-03,678.72426,2.0673494e-03,1.2376480e-02,-6.9860972e-02
1519.2084674138491,2.4966755e+03,9.5349512e+00,3.1010334e-03,210060,1091.26605,678.72641,2.1933596e+03,6.6714721e+00,9.5497363e+02,2.5106938e+00,2.4966755e+03,9.5349512e+00,0,,,,,1091.26605,1.8768734e-03,678.72641,2.0660281e-03,1.6251713e-02,-6.4785279e-02
1519.2098563058798,2.4987969e+03,9.5302019e+00,3.1010371e-03,210061,1091.26292,678.72316,2.1943755e+03,6.6681495e+00,9.5108649e+02,2.5096354e+00,2.4987969e+03,9.5302019e+00,0,,,,,1091.26292,1.8762130e-03,678.72316,2.0619368e-03,1.3485850e-02,-6.7791618e-02
1519.211245197911,2.5125461e+03,9.5334892e+00,3.1010408e-03,210062,1091.26557,678.72150,2.2014612e+03,6.6704488e+00,9.4731958e+02,2.5058370e+00,2.5125461e+03,9.5334892e+00,0,,,,,1091.26557,1.8723364e-03,678.72150,2.0626734e-03,1.1757500e-02,-8.1131510e-02
1519.2126340901757,2.5242517e+03,9.5448198e+00,3.1010448e-03,210063,1091.26604,678.73071,2.2112273e+03,6.6783762e+00,9.4904077e+02,2.5059180e+00,2.5242517e+03,9.5448198e+00,0,,,,,1091.26604,1.8630845e-03,678.73071,2.0489590e-03,1.5259594e-02,-5.7825208e-02
1519.214022982207,2.5114465e+03,9.5380182e+00,3.1010485e-03,210064,1091.26370,678.72401,2.2051450e+03,6.6736178e+00,9.5036591e+02,2.5080860e+00,2.5114465e+03,9.5380182e+00,0,,,,,1091.26370,1.8660672e-03,678.72401,2.0568247e-03,1.8056970e-02,-6.5513253e-02
1519.2154118742383,2.5129937e+03,9.5473175e+00,3.1010523e-03,210065,1091.26545,678.72671,2.2039946e+03,6.6801243e+00,9.4932928e+02,2.5082827e+00,2.5129937e+03,9.5473175e+00,0,,,,,1091.26545,1.8680528e-03,678.72671,2.0588541e-03,1.2578261e-02,-6.4228043e-02
1519.2168007662694,2.4813330e+03,9.5122890e+00,3.1010560e-03,210066,1091.26513,678.72515,2.1811084e+03,6.6556153e+00,9.5269830e+02,2.5066230e+00,2.4813330e+03,9.5122890e+00,0,,,,,1091.26513,1.8788421e-03,678.72515,2.0738719e-03,1.2960711e-02,-6.5461554e-02
1519.2181896583,2.5114919e+03,9.5383940e+00,3.1010597e-03,210067,1091.26314,678.72533,2.2038369e+03,6.6738801e+00,9.5024078e+02,2.5078104e+00,2.5114919e+03,9.5383940e+00,0,,,,,1091.26314,1.8689763e-03,678.72533,2.0578464e-03,1.5845243e-02,-7.3992684e-02
1519.2195785503313,2.5129026e+03,9.5474157e+00,3.1010634e-03,210068,1091.26595,678.72138,2.2032256e+03,6.6801929e+00,9.4961249e+02,2.5086877e+00,2.5129026e+03,9.5474157e+00,0,,,,,1091.26595,1.8674555e-03,678.72138,2.0607281e-03,1.3479580e-02,-7.0173450e-02
1519.220967442363,2.5033499e+03,9.5280972e+00,3.1010672e-03,210069,1091.26247,678.72721,2.1949717e+03,6.6666760e+00,9.5019263e+02,2.5085156e+00,2.5033499e+03,9.5280972e+00,0,,,,,1091.26247,1.8726025e-03,678.72721,2.0662472e-03,1.5681941e-02,-6.4972878e-02
1519.2223563343944,2.4870457e+03,9.5354414e+00,3.1010709e-03,210070,1091.26662,678.72791,2.1862271e+03,6.6718149e+00,9.5478302e+02,2.5104315e+00,2.4870457e+03,9.5354414e+00,0,,,,,1091.26662,1.8812077e-03,678.72791,2.0740542e-03,1.5647991e-02,-5.5610210e-02
1519.2237452264249,2.5027625e+03,9.5368071e+00,3.1010746e-03,210071,1091.26606,678.72404,2.1972114e+03,6.6727705e+00,9.5272205e+02,2.5073850e+00,2.5027625e+03,9.5368071e+00,0,,,,,1091.26606,1.8729346e-03,678.72404,2.0641778e-03,1.4831330e-02,-7.1306586e-02
1519.225134118456,2.4949045e+03,9.5273533e+00,3.1010783e-03,210072,1091.26328,678.72631,2.1910320e+03,6.6661558e+00,9.5352698e+02,2.5120058e+00,2.4949045e+03,9.5273533e+00,0,,,,,1091.26328,1.8745024e-03,678.72631,2.0642870e-03,1.1628401e-02,-6.8678260e-02
1519.226523010488,2.5037026e+03,9.5261679e+00,3.1010821e-03,210073,1091.26324,678.72431,2.1963479e+03,6.6653261e+00,9.5111523e+02,2.5067801e+00,2.5037026e+03,9.5261679e+00,0,,,,,1091.26324,1.8714686e-03,678.72431,2.0596981e-03,1.1272239e-02,-6.8674117e-02
1519.2279119025193,2.4984309e+03,9.5370941e+00,3.1010858e-03,210074,1091.26437,678.72550,2.1960964e+03,6.6729717e+00,9.5191022e+02,2.5123136e+00,2.4984309e+03,9.5370941e+00,0,,,,,1091.26437,1.8723487e-03,678.72550,2.0637813e-03,1.5730552e-02,-6.4858429e-02
1519.22930079455,2.5151704e+03,9.5313587e+00,3.1010895e-03,210075,1091.26812,678.72501,2.2048838e+03,6.6689587e+00,9.4351819e+02,2.5041912e+00,2.5151704e+03,9.5313587e+00,0,,,,,1091.26812,1.8661999e-03,678.72501,2.0555852e-03,1.4140998e-02,-7.1523771e-02
1519.2306896865812,2.5005339e+03,9.5389624e+00,3.1010932e-03,210076,1091.26232,678.72907,2.1956521e+03,6.6742783e+00,9.5678735e+02,2.5111761e+00,2.5005339e+03,9.5389624e+00,0,,,,,1091.26232,1.8774937e-03,678.72907,2.0625705e-03,1.5545620e-02,-6.1534937e-02
1519.232078578613,2.5095532e+03,9.5385256e+00,3.1010970e-03,210077,1091.26367,678.72730,2.2026240e+03,6.6739726e+00,9.5217950e+02,2.5092757e+00,2.5095532e+03,9.5385256e+00,0,,,,,1091.26367,1.8685133e-03,678.72730,2.0576266e-03,1.4913883e-02,-6.2807605e-02
1519.2334674706444,2.4904675e+03,9.5121489e+00,3.1011007e-03,210078,1091.26184,678.72273,2.1870549e+03,6.6555176e+00,9.4828583e+02,2.5059452e+00,2.4904675e+03,9.5121489e+00,0,,,,,1091.26184,1.8778467e-03,678.72273,2.0709380e-03,1.1726256e-02,-7.5352490e-02
1519.2348563626756,2.5135161e+03,9.5359793e+00,3.1011044e-03,210079,1091.26421,678.73107,2.2045212e+03,6.6721911e+00,9.4728381e+02,2.5064225e+00,2.5135161e+03,9.5359793e+00,0,,,,,1091.26421,1.8690347e-03,678.73107,2.0543928e-03,1.3589697e-02,-6.5913633e-02
1519.2362452547068,2.4953972e+03,9.5260878e+00,3.1011081e-03,210080,1091.26547,678.72676,2.1911555e+03,6.6652703e+00,9.5344165e+02,2.5097713e+00,2.4953972e+03,9.5260878e+00,0,,,,,1091.26547,1.8756596e-03,678.72676,2.0672092e-03,1.2103301e-02,-6.5160558e-02
1519.2376341467375,2.4911165e+03,9.5214968e+00,3.1011119e-03,210081,1091.26524,678.72798,2.1911892e+03,6.6620579e+00,9.4704590e+02,2.5078053e+00,2.4911165e+03,9.5214968e+00,0,,,,,1091.26524,1.8820280e-03,678.72798,2.0643082e-03,1.8818846e-02,-6.5000497e-02
1519.2390230387687,2.4974104e+03,9.5312481e+00,3.1011156e-03,210082,1091.26193,678.72422,2.1907485e+03,6.6688809e+00,9.5055139e+02,2.5060799e+00,2.4974104e+03,9.5312481e+00,0,,,,,1091.26193,1.8782949e-03,678.72422,2.0701911e-03,8.9843050e-03,-6.8683729e-02
1519.2404119308005,2.5056116e+03,9.5305557e+00,3.1011193e-03,210083,1091.26602,678.72517,2.1997800e+03,6.6683965e+00,9.5091925e+02,2.5066869e+00,2.5056116e+03,9.5305557e+00,0,,,,,1091.26602,1.8727476e-03,678.72517,2.0595596e-03,1.5389599e-02,-6.6291831e-02
1519.241800822832,2.4886902e+03,9.5100336e+00,3.1011230e-03,210084,1091.26495,678.72134,2.1834756e+03,6.6540370e+00,9.5003729e+02,2.5064831e+00,2.4886902e+03,9.5100336e+00,0,,,,,1091.26495,1.8814019e-03,678.72134,2.0716982e-03,1.1388937e-02,-7.8614242e-02
1519.2431897148622,2.5082412e+03,9.5311661e+00,3.1011268e-03,210085,1091.26132,678.72058,2.1981509e+03,6.6688237e+00,9.5239667e+02,2.5070469e+00,2.5082412e+03,9.5311661e+00,0,,,,,1091.26132,1.8717805e-03,678.72058,2.0616984e-03,1.0312573e-02,-7.2207451e-02
1519.2445786068934,2.4899043e+03,9.5236483e+00,3.1011305e-03,210086,1091.26865,678.73051,2.1901580e+03,6.6635633e+00,9.5300903e+02,2.5063806e+00,2.4899043e+03,9.5236483e+00,0,,,,,1091.26865,1.8765050e-03,678.73051,2.0640148e-03,1.6891493e-02,-5.2879229e-02
1519.2459674986926,2.4908379e+03,9.5292864e+00,3.1011340e-03,210087,1091.26561,678.72101,2.1895496e+03,6.6675081e+00,9.5443976e+02,2.5121202e+00,2.4908379e+03,9.5292864e+00,0,,,,,1091.26561,1.8779532e-03,678.72101,2.0683219e-03,1.5084898e-02,-6.6797502e-02
1519.2473563907238,2.4800837e+03,9.5228481e+00,3.1011377e-03,210088,1091.26565,678.72160,2.1795310e+03,6.6630034e+00,9.5578760e+02,2.5097101e+00,2.4800837e+03,9.5228481e+00,0,,,,,1091.26565,1.8867566e-03,678.72160,2.0793886e-03,1.3346026e-02,-7.1321830e-02
1519.2487452827545,2.4867012e+03,9.5257502e+00,3.1011414e-03,210089,1091.26458,678.72804,2.1860886e+03,6.6650338e+00,9.5122540e+02,2.5081315e+00,2.4867012e+03,9.5257502e+00,0,,,,,1091.26458,1.8842893e-03,678.72804,2.0712973e-03,1.4778880e-02,-6.2384158e-02
1519.2501341747857,2.5014258e+03,9.5293970e+00,3.1011452e-03,210090,1091.26204,678.72483,2.1944465e+03,6.6675854e+00,9.5313068e+02,2.5080526e+00,2.5014258e+03,9.5293970e+00,0,,,,,1091.26204,1.8751712e-03,678.72483,2.0629538e-03,1.2297423e-02,-7.0611022e-02
1519.2515230668178,2.5021279e+03,9.5217724e+00,3.1011489e-03,210091,1091.26349,678.72480,2.1953323e+03,6.6622505e+00,9.4971991e+02,2.5047271e+00,2.5021279e+03,9.5217724e+00,0,,,,,1091.26349,1.8746480e-03,678.72480,2.0617764e-03,1.2927013e-02,-7.1079686e-02
1519.252911958849,2.4846694e+03,9.5145397e+00,3.1011526e-03,210092,1091.26500,678.72647,2.1839846e+03,6.6571898e+00,9.4975830e+02,2.5077765e+00,2.4846694e+03,9.5145397e+00,0,,,,,1091.26500,1.8804951e-03,678.72647,2.0704148e-03,1.4088987e-02,-6.6897847e-02
1519.2543008506473,2.5129436e+03,9.5299788e+00,3.1011561e-03,210093,1091.26494,678.72561,2.2012664e+03,6.6679926e+00,9.4938843e+02,2.5065401e+00,2.5129436e+03,9.5299788e+00,0,,,,,1091.26494,1.8677716e-03,678.72561,2.0567165e-03,1.1347069e-02,-7.2219960e-02
1519.2556897426784,2.4893813e+03,9.5184784e+00,3.1011598e-03,210094,1091.26471,678.72422,2.1874153e+03,6.6599460e+00,9.5092059e+02,2.5082207e+00,2.4893813e+03,9.5184784e+00,0,,,,,1091.26471,1.8772160e-03,678.72422,2.0675997e-03,1.5903508e-02,-6.6854015e-02
1519.2570786347092,2.4941687e+03,9.5253468e+00,3.1011635e-03,210095,1091.26638,678.72880,2.1922166e+03,6.6647515e+00,9.5082928e+02,2.5067666e+00,2.4941687e+03,9.5253468e+00,0,,,,,1091.26638,1.8757983e-03,678.72880,2.0643619e-03,1.6153563e-02,-6.2159870e-02
1519.2584675267403,2.4843364e+03,9.5199413e+00,3.1011673e-03,210096,1091.26575,678.72498,2.1840708e+03,6.6609702e+00,9.5122711e+02,2.5084960e+00,2.4843364e+03,9.5199413e+00,0,,,,,1091.26575,1.8814421e-03,678.72498,2.0710777e-03,1.1959866e-02,-6.4984053e-02
1519.2598564185394,2.4844697e+03,9.5164928e+00,3.1011708e-03,210097,1091.26342,678.72581,2.1848682e+03,6.6585565e+00,9.5054230e+02,2.5057280e+00,2.4844697e+03,9.5164928e+00,0,,,,,1091.26342,1.8803052e-03,678.72581,2.0689273e-03,1.4429165e-02,-6.8425328e-02
1519.2612453105708,2.4799465e+03,9.5157785e+00,3.1011745e-03,210098,1091.26216,678.72040,2.1764219e+03,6.6580572e+00,9.5140021e+02,2.5121677e+00,2.4799465e+03,9.5157785e+00,0,,,,,1091.26216,1.8824191e-03,678.72040,2.0808319e-03,8.8062109e-03,-7.9787754e-02
1519.262634202601,2.4975005e+03,9.5318012e+00,3.1011782e-03,210099,1091.26442,678.72958,2.1931089e+03,6.6692672e+00,9.5424573e+02,2.5084779e+00,2.4975005e+03,9.5318012e+00,0,,,,,1091.26442,1.8775093e-03,678.72958,2.0675885e-03,1.5469545e-02,-6.2544353e-02
1519.2640230946324,2.5031492e+03,9.5297146e+00,3.1011819e-03,210100,1091.26567,678.72976,2.1994072e+03,6.6678076e+00,9.4869946e+02,2.5032763e+00,2.5031492e+03,9.5297146e+00,0,,,,,1091.26567,1.8717243e-03,678.72976,2.0579363e-03,1.6875086e-02,-5.7778802e-02
1519.2654119864314,2.4968738e+03,9.5225649e+00,3.1011854e-03,210101,1091.26293,678.72325,2.1922078e+03,6.6628046e+00,9.5052454e+02,2.5081940e+00,2.4968738e+03,9.5225649e+00,0,,,,,1091.26293,1.8765669e-03,678.72325,2.0634197e-03,1.2038852e-02,-6.7570336e-02
1519.2668008784626,2.4823191e+03,9.5188646e+00,3.1011892e-03,210102,1091.26251,678.72417,2.1822803e+03,6.6602163e+00,9.5309863e+02,2.5079112e+00,2.4823191e+03,9.5188646e+00,0,,,,,1091.26251,1.8854233e-03,678.72417,2.0715389e-03,1.3796709e-02,-6.8797380e-02
1519.2681897704933,2.4747043e+03,9.5014505e+00,3.1011929e-03,210103,1091.26502,678.72849,2.1767903e+03,6.6480322e+00,9.5007709e+02,2.5059674e+00,2.4747043e+03,9.5014505e+00,0,,,,,1091.26502,1.8833064e-03,678.72849,2.0721876e-03,1.1907925e-02,-6.7035034e-02
1519.2695786622917,2.4861035e+03,9.5189228e+00,3.1011964e-03,210104,1091.26579,678.72534,2.1854502e+03,6.6602573e+00,9.5302161e+02,2.5078437e+00,2.4861035e+03,9.5189228e+00,0,,,,,1091.26579,1.8803434e-03,678.72534,2.0672078e-03,1.2736186e-02,-6.5848999e-02
1519.2709675543238,2.4863569e+03,9.5214968e+00,3.1012001e-03,210105,1091.26286,678.72541,2.1866086e+03,6.6620579e+00,9.5117847e+02,2.5092607e+00,2.4863569e+03,9.5214968e+00,0,,,,,1091.26286,1.8793626e-03,678.72541,2.0671135e-03,1.4634261e-02,-6.5297335e-02
1519.272356446122,2.4927251e+03,9.5223894e+00,3.1012036e-03,210106,1091.26638,678.72804,2.1888582e+03,6.6626830e+00,9.5138208e+02,2.5066679e+00,2.4927251e+03,9.5223894e+00,0,,,,,1091.26638,1.8761648e-03,678.72804,2.0698311e-03,1.2070200e-02,-6.8076506e-02
1519.2737453381533,2.4925032e+03,9.5233164e+00,3.1012073e-03,210107,1091.26651,678.72412,2.1859824e+03,6.6633310e+00,9.5536682e+02,2.5100594e+00,2.4925032e+03,9.5233164e+00,0,,,,,1091.26651,1.8788538e-03,678.72412,2.0733129e-03,1.3345755e-02,-6.6460490e-02
1519.2751342301844,2.4879053e+03,9.5197945e+00,3.1012110e-03,210108,1091.26541,678.72743,2.1878787e+03,6.6608667e+00,9.4815857e+02,2.5105135e+00,2.4879053e+03,9.5197945e+00,0,,,,,1091.26541,1.8787306e-03,678.72743,2.0670488e-03,1.4434528e-02,-6.7197666e-02
1519.2765231219823,2.4822290e+03,9.5211220e+00,3.1012145e-03,210109,1091.26145,678.72835,2.1821360e+03,6.6617961e+00,9.5355188e+02,2.5136025e+00,2.4822290e+03,9.5211220e+00,0,,,,,1091.26145,1.8809509e-03,678.72835,2.0738647e-03,1.1292101e-02,-6.3915275e-02
1519.2779120140135,2.4866775e+03,9.5189409e+00,3.1012183e-03,210110,1091.26530,678.72096,2.1849712e+03,6.6602702e+00,9.5081970e+02,2.5070124e+00,2.4866775e+03,9.5189409e+00,0,,,,,1091.26530,1.8827468e-03,678.72096,2.0697173e-03,1.2356908e-02,-7.0046850e-02
1519.2793009058128,2.5015894e+03,9.5221376e+00,3.1012218e-03,210111,1091.26435,678.72946,2.1969875e+03,6.6625061e+00,9.4517145e+02,2.5024657e+00,2.5015894e+03,9.5221376e+00,0,,,,,1091.26435,1.8742253e-03,678.72946,2.0601137e-03,1.6351124e-02,-6.5319762e-02
1519.280689797844,2.4988938e+03,9.5229034e+00,3.1012255e-03,210112,1091.26556,678.72507,2.1932483e+03,6.6630425e+00,9.5069434e+02,2.5057957e+00,2.4988938e+03,9.5229034e+00,0,,,,,1091.26556,1.8721771e-03,678.72507,2.0653326e-03,1.2979321e-02,-7.1299218e-02
